Severity,Start_Time,Weather_Condition,Visibility(mi),Precipitation(in),Sunrise_Sunset,Start_Lat,Start_Lng,State
4,2022-07-27 16:00:00,Snow,4.52,0.07,Day,26.781422,-71.586642,OH
3,2022-07-27 17:00:00,Rain,6.37,1.36,Day,45.165618,-111.567598,NC
3,2022-07-27 18:00:00,Snow,3.75,0.09,Night,46.237458,-67.346842,OH
3,2022-07-27 19:00:00,Rain,0.77,1.56,Day,28.947917,-108.180418,NC
3,2022-07-27 20:00:00,Rain,4.25,0.76,Night,32.42745,-122.039387,MI
4,2022-07-27 21:00:00,Cloudy,9.34,0.19,Day,31.776217,-95.755315,CA
1,2022-07-27 22:00:00,Rain,6.45,1.14,Day,47.498765,-118.490014,FL
3,2022-07-27 23:00:00,Rain,1.3,0.56,Day,29.914657,-84.802654,IL
2,2022-07-28 00:00:00,Snow,8.91,1.32,Day,28.996942,-71.86718,FL
1,2022-07-28 01:00:00,Rain,3.05,1.32,Day,29.364125,-70.640747,TX
3,2022-07-28 02:00:00,Fog,2.82,1.41,Night,42.51686,-89.184803,PA
1,2022-07-28 03:00:00,Snow,3.32,1.98,Night,46.312476,-93.419373,CA
2,2022-07-28 04:00:00,Clear,5.98,0.77,Night,34.440818,-66.354506,PA
3,2022-07-28 05:00:00,Snow,5.67,0.93,Night,28.265918,-90.813883,GA
2,2022-07-28 06:00:00,Rain,5.17,1.61,Night,39.057328,-70.279959,NC
4,2022-07-28 07:00:00,Fog,7.32,1.16,Day,30.038439,-70.920892,MI
3,2022-07-28 08:00:00,Snow,3.51,0.07,Day,26.539635,-107.918686,IL
3,2022-07-28 09:00:00,Fog,7.93,1.69,Day,46.269553,-124.188687,NY
3,2022-07-28 10:00:00,Clear,2.17,0.1,Day,45.900191,-99.089064,FL
3,2022-07-28 11:00:00,Thunderstorm,7.93,0.34,Day,48.421844,-74.179162,GA
4,2022-07-28 12:00:00,Clear,6.81,0.2,Night,36.376114,-75.668081,TX
3,2022-07-28 13:00:00,Thunderstorm,6.99,0.16,Night,32.056029,-89.383518,GA
1,2022-07-28 14:00:00,Cloudy,5.07,0.05,Night,43.47481,-115.757154,OH
3,2022-07-28 15:00:00,Thunderstorm,6.84,0.11,Night,29.331878,-118.652325,TX
4,2022-07-28 16:00:00,Cloudy,1.26,0.88,Night,30.83901,-68.673763,TX
3,2022-07-28 17:00:00,Snow,8.59,0.51,Day,31.136383,-100.137537,TX
1,2022-07-28 18:00:00,Cloudy,1.03,0.25,Day,47.838866,-86.7585,CA
4,2022-07-28 19:00:00,Fog,1.91,1.32,Day,42.51575,-71.554,OH
4,2022-07-28 20:00:00,Cloudy,5.98,0.45,Day,28.208675,-73.676303,GA
1,2022-07-28 21:00:00,Fog,7.52,0.04,Night,27.228301,-91.552712,OH
1,2022-07-28 22:00:00,Thunderstorm,1.22,0.84,Night,45.227556,-96.213594,NY
1,2022-07-28 23:00:00,Thunderstorm,9.25,0.62,Day,44.254584,-81.619706,NC
1,2022-07-29 00:00:00,Thunderstorm,9.75,0.64,Day,41.10387,-104.370904,TX
1,2022-07-29 01:00:00,Cloudy,6.26,0.89,Day,29.706416,-88.101953,PA
4,2022-07-29 02:00:00,Thunderstorm,5.07,1.34,Day,36.526805,-123.634006,TX
4,2022-07-29 03:00:00,Cloudy,7.54,1.23,Day,39.465423,-76.365559,FL
3,2022-07-29 04:00:00,Cloudy,3.62,1.87,Day,47.371301,-66.116096,TX
3,2022-07-29 05:00:00,Rain,5.19,1.04,Night,29.06617,-68.672317,GA
2,2022-07-29 06:00:00,Rain,9.2,0.95,Night,37.370723,-103.766204,MI
3,2022-07-29 07:00:00,Cloudy,9.58,0.43,Night,28.786039,-93.665024,IL
3,2022-07-29 08:00:00,Fog,9.31,1.51,Night,35.652384,-111.063199,PA
1,2022-07-29 09:00:00,Snow,2.99,0.28,Day,29.803239,-107.123743,PA
1,2022-07-29 10:00:00,Clear,2.71,0.98,Day,45.068469,-98.01658,NC
3,2022-07-29 11:00:00,Rain,3.33,0.84,Day,31.113671,-80.922226,TX
2,2022-07-29 12:00:00,Cloudy,4.69,1.32,Day,35.010513,-123.944939,CA
1,2022-07-29 13:00:00,Clear,3.48,1.84,Night,34.786904,-101.767326,IL
3,2022-07-29 14:00:00,Rain,4.06,1.89,Day,45.791079,-92.166682,GA
3,2022-07-29 15:00:00,Snow,6.4,0.34,Day,43.187139,-112.304201,GA
4,2022-07-29 16:00:00,Fog,7.74,0.52,Night,26.381812,-120.369757,IL
2,2022-07-29 17:00:00,Cloudy,7.49,1.62,Day,26.610099,-93.165142,FL
4,2022-07-29 18:00:00,Snow,8.24,1.04,Night,38.228734,-87.369211,FL
2,2022-07-29 19:00:00,Rain,0.81,0.91,Day,35.265257,-87.180865,TX
1,2022-07-29 20:00:00,Cloudy,0.95,1.42,Night,31.614021,-103.961521,TX
2,2022-07-29 21:00:00,Clear,8.0,1.2,Night,44.022903,-110.995654,TX
3,2022-07-29 22:00:00,Thunderstorm,5.56,1.94,Day,28.087244,-111.9972,OH
3,2022-07-29 23:00:00,Fog,5.99,1.17,Day,48.377366,-122.609088,MI
2,2022-07-30 00:00:00,Rain,1.0,0.93,Night,25.57846,-114.103682,NC
2,2022-07-30 01:00:00,Fog,2.93,1.09,Day,27.837537,-76.702239,MI
2,2022-07-30 02:00:00,Cloudy,6.56,1.62,Night,32.4716,-124.819975,OH
4,2022-07-30 03:00:00,Thunderstorm,8.66,1.23,Day,37.219578,-122.410572,GA
2,2022-07-30 04:00:00,Snow,9.21,1.29,Night,30.187268,-117.505883,PA
1,2022-07-30 05:00:00,Fog,5.25,1.94,Day,42.669164,-100.205806,TX
4,2022-07-30 06:00:00,Clear,5.68,1.24,Night,33.581006,-105.309468,GA
4,2022-07-30 07:00:00,Rain,8.41,0.76,Night,25.92492,-114.507684,PA
2,2022-07-30 08:00:00,Clear,5.61,1.38,Day,46.065327,-118.453981,NC
1,2022-07-30 09:00:00,Fog,5.41,1.32,Day,47.652776,-69.60711,IL
4,2022-07-30 10:00:00,Thunderstorm,9.1,0.03,Night,39.845527,-71.236237,OH
3,2022-07-30 11:00:00,Snow,8.0,0.93,Night,44.356873,-79.457982,CA
4,2022-07-30 12:00:00,Snow,9.14,1.49,Night,27.906677,-110.130703,GA
2,2022-07-30 13:00:00,Clear,2.57,1.0,Day,31.451687,-105.901816,OH
1,2022-07-30 14:00:00,Cloudy,5.48,1.56,Night,32.805561,-85.715147,OH
2,2022-07-30 15:00:00,Cloudy,8.5,0.9,Night,48.058076,-107.789765,OH
3,2022-07-30 16:00:00,Thunderstorm,1.56,1.97,Day,37.293343,-93.693254,OH
3,2022-07-30 17:00:00,Snow,8.05,0.59,Night,25.177925,-86.574253,CA
3,2022-07-30 18:00:00,Clear,2.24,0.18,Day,34.12446,-94.367419,NC
2,2022-07-30 19:00:00,Clear,8.18,0.86,Night,25.186014,-100.616199,OH
4,2022-07-30 20:00:00,Clear,6.31,1.08,Day,30.707338,-104.474253,OH
2,2022-07-30 21:00:00,Fog,2.34,0.7,Day,35.912802,-79.112755,CA
1,2022-07-30 22:00:00,Thunderstorm,5.0,0.48,Day,32.761433,-81.399059,IL
4,2022-07-30 23:00:00,Cloudy,6.98,1.34,Day,25.785621,-83.922544,MI
3,2022-07-31 00:00:00,Cloudy,6.52,0.75,Day,27.792057,-102.89405,GA
2,2022-07-31 01:00:00,Fog,4.56,1.26,Day,38.221277,-79.231539,PA
3,2022-07-31 02:00:00,Rain,9.04,1.56,Night,41.694518,-68.495486,CA
3,2022-07-31 03:00:00,Fog,5.43,1.52,Day,34.709176,-84.350208,PA
1,2022-07-31 04:00:00,Thunderstorm,5.31,0.75,Night,42.555562,-100.933944,TX
4,2022-07-31 05:00:00,Clear,1.09,1.14,Day,28.919989,-78.007605,TX
1,2022-07-31 06:00:00,Fog,9.26,0.9,Day,27.929391,-89.051178,NY
1,2022-07-31 07:00:00,Clear,2.18,1.74,Night,45.146889,-73.217054,NY
1,2022-07-31 08:00:00,Thunderstorm,5.52,1.76,Day,33.14112,-82.922231,MI
3,2022-07-31 09:00:00,Thunderstorm,8.13,0.69,Night,35.37395,-79.574717,OH
1,2022-07-31 10:00:00,Snow,2.55,0.18,Night,47.741958,-85.621249,NC
1,2022-07-31 11:00:00,Clear,5.51,0.34,Night,35.178696,-119.570793,TX
4,2022-07-31 12:00:00,Cloudy,2.79,0.73,Day,25.083763,-96.378084,GA
4,2022-07-31 13:00:00,Fog,7.72,1.13,Night,47.511327,-121.667097,GA
1,2022-07-31 14:00:00,Thunderstorm,5.86,1.31,Night,25.338847,-98.5946,GA
4,2022-07-31 15:00:00,Clear,8.63,0.66,Night,40.894871,-82.730808,NC
4,2022-07-31 16:00:00,Rain,9.0,1.33,Day,32.749382,-100.145927,NC
1,2022-07-31 17:00:00,Snow,6.66,1.88,Day,36.289378,-124.903815,MI
3,2022-07-31 18:00:00,Rain,7.39,1.3,Day,38.134844,-103.21218,OH
1,2022-07-31 19:00:00,Thunderstorm,5.72,0.32,Day,34.803041,-121.00222,PA
4,2022-07-31 20:00:00,Rain,4.15,1.16,Day,43.584851,-78.944813,OH
3,2022-07-31 21:00:00,Rain,6.66,1.08,Night,47.336954,-78.758657,OH
2,2022-07-31 22:00:00,Snow,9.13,1.74,Night,27.073889,-77.423663,MI
3,2022-07-31 23:00:00,Snow,4.46,0.7,Night,44.206069,-123.210696,MI
4,2022-08-01 00:00:00,Snow,3.49,0.85,Night,28.088107,-123.096111,OH
3,2022-08-01 01:00:00,Snow,4.19,1.2,Day,26.926652,-71.696488,GA
1,2022-08-01 02:00:00,Rain,4.64,1.05,Day,47.939955,-117.702651,TX
2,2022-08-01 03:00:00,Cloudy,1.2,1.44,Day,36.743147,-85.464676,NY
2,2022-08-01 04:00:00,Cloudy,5.24,0.08,Day,28.662479,-78.068191,NC
2,2022-08-01 05:00:00,Snow,5.2,1.13,Night,38.678971,-98.576041,NY
4,2022-08-01 06:00:00,Fog,6.09,0.24,Night,31.317691,-92.758147,TX
4,2022-08-01 07:00:00,Clear,3.95,0.63,Night,36.143416,-111.584537,OH
2,2022-08-01 08:00:00,Thunderstorm,6.32,1.32,Day,39.99183,-70.507603,IL
3,2022-08-01 09:00:00,Fog,8.84,0.31,Night,45.862476,-107.193735,NY
2,2022-08-01 10:00:00,Thunderstorm,9.58,0.62,Night,25.073954,-112.14914,GA
3,2022-08-01 11:00:00,Fog,6.04,1.41,Day,30.139376,-94.001192,IL
3,2022-08-01 12:00:00,Fog,0.9,1.3,Day,27.310493,-113.75969,GA
4,2022-08-01 13:00:00,Cloudy,9.71,0.18,Night,27.330345,-84.485194,NY
3,2022-08-01 14:00:00,Clear,7.21,1.15,Day,47.698658,-94.608188,TX
2,2022-08-01 15:00:00,Fog,3.69,0.29,Night,47.46599,-116.279537,IL
4,2022-08-01 16:00:00,Snow,1.9,0.5,Night,42.983394,-121.032461,NC
1,2022-08-01 17:00:00,Thunderstorm,1.86,0.92,Night,40.433513,-116.919744,NC
1,2022-08-01 18:00:00,Cloudy,2.09,0.22,Night,45.351291,-116.939145,NC
4,2022-08-01 19:00:00,Thunderstorm,0.93,1.99,Night,26.40181,-106.541819,FL
2,2022-08-01 20:00:00,Snow,9.07,0.33,Day,27.867659,-75.837032,FL
1,2022-08-01 21:00:00,Snow,5.64,1.56,Day,32.61071,-121.619653,MI
1,2022-08-01 22:00:00,Fog,7.15,1.66,Day,44.979817,-117.442753,FL
3,2022-08-01 23:00:00,Snow,8.37,1.99,Night,36.333581,-107.128948,PA
3,2022-08-02 00:00:00,Clear,8.02,0.86,Night,37.085794,-92.353342,PA
2,2022-08-02 01:00:00,Snow,8.88,1.75,Day,30.50237,-79.989912,PA
4,2022-08-02 02:00:00,Fog,9.69,1.92,Day,40.5613,-70.649704,GA
2,2022-08-02 03:00:00,Thunderstorm,4.67,0.35,Day,46.308212,-100.686796,MI
4,2022-08-02 04:00:00,Snow,9.53,0.96,Night,32.908341,-118.755746,GA
1,2022-08-02 05:00:00,Cloudy,7.37,0.12,Day,39.860463,-112.402583,GA
3,2022-08-02 06:00:00,Cloudy,1.17,1.24,Day,32.966775,-108.05239,NC
2,2022-08-02 07:00:00,Cloudy,6.98,1.16,Night,44.025259,-78.620239,MI
2,2022-08-02 08:00:00,Thunderstorm,7.02,0.41,Day,36.399034,-84.488044,IL
4,2022-08-02 09:00:00,Rain,9.11,1.6,Day,33.147257,-112.668686,TX
4,2022-08-02 10:00:00,Cloudy,4.04,0.07,Night,35.081173,-75.514015,NC
2,2022-08-02 11:00:00,Cloudy,6.06,1.61,Night,27.189461,-74.309805,IL
4,2022-08-02 12:00:00,Rain,0.62,0.05,Day,45.786812,-72.936112,CA
2,2022-08-02 13:00:00,Thunderstorm,3.65,1.31,Night,47.993657,-108.774753,PA
2,2022-08-02 14:00:00,Cloudy,1.09,0.16,Day,36.45794,-117.109916,OH
2,2022-08-02 15:00:00,Fog,5.46,0.5,Day,30.312093,-118.866513,CA
1,2022-08-02 16:00:00,Thunderstorm,8.27,1.44,Day,40.951749,-101.394823,OH
4,2022-08-02 17:00:00,Cloudy,2.46,0.56,Day,35.857156,-99.669836,PA
3,2022-08-02 18:00:00,Cloudy,5.51,1.02,Night,31.055202,-73.77561,PA
3,2022-08-02 19:00:00,Rain,2.44,1.83,Night,25.922395,-109.202393,TX
4,2022-08-02 20:00:00,Fog,1.65,0.1,Night,46.352907,-88.013364,NY
2,2022-08-02 21:00:00,Thunderstorm,5.35,1.62,Day,44.121624,-78.49545,NC
3,2022-08-02 22:00:00,Snow,1.25,0.13,Day,44.896145,-109.119979,TX
3,2022-08-02 23:00:00,Clear,6.08,0.25,Day,35.556154,-109.238764,NC
4,2022-08-03 00:00:00,Fog,0.8,0.24,Night,43.078129,-85.51984,GA
3,2022-08-03 01:00:00,Snow,1.51,1.99,Day,38.949406,-82.157959,NY
2,2022-08-03 02:00:00,Fog,5.72,0.36,Day,33.994607,-68.374004,TX
4,2022-08-03 03:00:00,Snow,6.12,1.79,Day,45.22581,-74.8535,IL
2,2022-08-03 04:00:00,Snow,0.78,1.98,Night,48.970181,-76.498967,OH
3,2022-08-03 05:00:00,Fog,5.95,0.77,Day,46.582775,-84.153461,TX
3,2022-08-03 06:00:00,Rain,8.47,1.26,Day,43.628607,-118.009289,GA
2,2022-08-03 07:00:00,Fog,7.36,1.56,Night,42.940191,-77.254768,NC
1,2022-08-03 08:00:00,Fog,1.75,0.79,Night,40.605972,-69.816018,PA
3,2022-08-03 09:00:00,Snow,6.13,0.32,Day,45.48682,-101.947649,IL
1,2022-08-03 10:00:00,Clear,6.89,0.87,Day,36.83395,-106.493944,IL
3,2022-08-03 11:00:00,Snow,0.85,1.54,Night,29.361508,-94.173583,MI
1,2022-08-03 12:00:00,Cloudy,8.63,1.56,Night,43.433193,-68.56912,TX
1,2022-08-03 13:00:00,Fog,9.11,0.46,Night,47.068153,-122.000896,CA
1,2022-08-03 14:00:00,Thunderstorm,8.58,0.35,Day,33.192455,-83.176042,PA
2,2022-08-03 15:00:00,Fog,8.33,1.84,Night,43.791599,-76.934568,IL
1,2022-08-03 16:00:00,Rain,7.58,0.09,Day,31.569345,-78.463799,CA
1,2022-08-03 17:00:00,Thunderstorm,6.52,1.47,Night,47.622407,-91.56031,GA
1,2022-08-03 18:00:00,Snow,6.95,0.09,Day,41.403064,-70.686783,PA
3,2022-08-03 19:00:00,Rain,8.16,1.68,Day,38.662624,-117.063098,PA
1,2022-08-03 20:00:00,Fog,6.79,1.81,Night,43.716884,-110.536115,GA
3,2022-08-03 21:00:00,Snow,3.61,0.59,Night,44.517548,-106.889578,GA
1,2022-08-03 22:00:00,Snow,4.07,0.15,Day,46.416878,-124.488033,NC
1,2022-08-03 23:00:00,Cloudy,9.02,0.96,Night,46.626869,-103.130514,NY
2,2022-08-04 00:00:00,Cloudy,0.66,0.6,Day,26.26458,-115.52107,FL
3,2022-08-04 01:00:00,Clear,7.14,0.83,Day,27.949783,-82.247057,MI
1,2022-08-04 02:00:00,Cloudy,9.57,1.33,Night,44.825461,-100.517784,TX
3,2022-08-04 03:00:00,Thunderstorm,7.21,0.42,Day,47.70524,-83.436893,CA
3,2022-08-04 04:00:00,Snow,9.94,0.71,Night,32.384124,-107.674457,MI
4,2022-08-04 05:00:00,Cloudy,7.03,1.57,Day,25.206444,-117.216853,PA
2,2022-08-04 06:00:00,Clear,0.83,1.29,Day,32.744925,-117.212648,IL
2,2022-08-04 07:00:00,Fog,8.36,0.65,Night,34.188739,-113.007439,GA
2,2022-08-04 08:00:00,Thunderstorm,3.2,1.33,Day,43.264801,-118.202274,IL
4,2022-08-04 09:00:00,Cloudy,4.74,1.53,Day,26.142032,-111.987723,TX
4,2022-08-04 10:00:00,Snow,3.46,1.18,Day,30.103366,-90.836974,GA
2,2022-08-04 11:00:00,Fog,3.05,0.48,Night,46.455246,-109.876175,PA
4,2022-08-04 12:00:00,Snow,4.6,0.0,Night,28.71569,-104.766153,FL
4,2022-08-04 13:00:00,Fog,4.1,1.61,Day,43.221944,-121.888695,IL
4,2022-08-04 14:00:00,Thunderstorm,6.52,1.65,Day,33.67145,-72.359664,IL
2,2022-08-04 15:00:00,Snow,8.22,1.4,Day,40.903845,-116.848501,FL
2,2022-08-04 16:00:00,Cloudy,3.32,0.15,Night,26.772316,-104.428716,OH
2,2022-08-04 17:00:00,Cloudy,2.53,1.17,Day,31.877391,-102.610724,OH
4,2022-08-04 18:00:00,Clear,6.84,1.64,Day,35.194954,-79.44455,OH
2,2022-08-04 19:00:00,Fog,6.87,0.78,Night,45.573103,-96.470972,GA
4,2022-08-04 20:00:00,Clear,9.06,0.4,Night,38.523901,-102.405579,OH
1,2022-08-04 21:00:00,Rain,0.65,1.18,Day,26.085407,-83.943393,NY
4,2022-08-04 22:00:00,Cloudy,8.6,1.65,Night,44.244798,-89.77613,PA
3,2022-08-04 23:00:00,Fog,5.45,0.1,Day,26.308516,-120.39006,NY
2,2022-08-05 00:00:00,Thunderstorm,6.4,1.19,Night,47.424798,-106.550685,TX
2,2022-08-05 01:00:00,Clear,1.37,1.29,Night,30.081219,-67.26212,OH
3,2022-08-05 02:00:00,Thunderstorm,4.61,1.2,Night,36.710227,-96.483223,FL
4,2022-08-05 03:00:00,Thunderstorm,2.66,1.3,Night,26.734743,-99.972609,CA
1,2022-08-05 04:00:00,Thunderstorm,2.92,1.26,Day,38.481097,-116.154732,CA
3,2022-08-05 05:00:00,Clear,5.29,0.26,Day,36.933489,-75.49486,NC
3,2022-08-05 06:00:00,Rain,8.22,0.47,Night,34.845965,-117.134835,FL
4,2022-08-05 07:00:00,Clear,7.57,1.24,Day,25.85375,-118.800059,OH
2,2022-08-05 08:00:00,Snow,6.11,0.04,Day,46.094473,-99.098979,NC
4,2022-08-05 09:00:00,Cloudy,5.62,1.27,Day,44.263278,-99.237834,OH
3,2022-08-05 10:00:00,Clear,4.56,1.33,Night,40.19272,-67.09333,GA
3,2022-08-05 11:00:00,Clear,9.74,0.48,Night,38.73352,-117.475524,IL
2,2022-08-05 12:00:00,Rain,5.82,1.2,Day,41.678714,-96.454201,FL
2,2022-08-05 13:00:00,Snow,2.91,1.07,Day,28.45576,-113.126527,CA
2,2022-08-05 14:00:00,Clear,2.69,0.52,Day,47.383462,-83.59593,MI
4,2022-08-05 15:00:00,Cloudy,6.31,0.93,Day,31.832159,-101.890474,GA
2,2022-08-05 16:00:00,Cloudy,5.47,1.82,Night,40.755767,-86.740395,IL
3,2022-08-05 17:00:00,Clear,0.57,0.85,Day,39.562136,-105.03374,TX
3,2022-08-05 18:00:00,Thunderstorm,8.39,1.26,Day,40.278736,-91.691787,MI
1,2022-08-05 19:00:00,Thunderstorm,7.19,0.07,Day,46.094851,-97.320918,GA
4,2022-08-05 20:00:00,Snow,6.79,0.16,Day,32.101869,-102.912466,NY
1,2022-08-05 21:00:00,Cloudy,1.15,0.16,Day,42.974757,-93.286037,MI
3,2022-08-05 22:00:00,Thunderstorm,3.94,1.56,Night,39.361386,-102.355878,NC
1,2022-08-05 23:00:00,Cloudy,9.39,0.7,Night,26.825448,-77.444892,NC
3,2022-08-06 00:00:00,Snow,8.69,0.46,Night,34.939712,-95.780982,NC
1,2022-08-06 01:00:00,Snow,3.21,1.49,Night,45.110838,-71.715491,NY
2,2022-08-06 02:00:00,Thunderstorm,1.99,0.34,Night,32.568337,-111.85455,IL
1,2022-08-06 03:00:00,Clear,4.77,0.49,Day,36.574333,-118.384691,NY
2,2022-08-06 04:00:00,Fog,3.88,0.86,Night,36.727326,-102.522926,MI
2,2022-08-06 05:00:00,Rain,6.98,0.66,Night,39.832237,-114.164086,MI
4,2022-08-06 06:00:00,Fog,9.68,1.17,Night,46.216429,-101.805956,PA
2,2022-08-06 07:00:00,Fog,3.95,0.68,Day,29.164941,-112.762754,OH
2,2022-08-06 08:00:00,Cloudy,1.09,0.79,Day,37.110805,-73.775238,OH
1,2022-08-06 09:00:00,Snow,9.03,1.73,Day,35.182414,-91.493633,MI
3,2022-08-06 10:00:00,Cloudy,0.86,1.77,Day,32.102082,-95.642233,IL
4,2022-08-06 11:00:00,Thunderstorm,9.55,1.66,Night,47.070596,-78.523039,MI
2,2022-08-06 12:00:00,Rain,6.81,1.73,Night,25.196106,-117.308346,NY
4,2022-08-06 13:00:00,Thunderstorm,9.45,1.14,Night,27.930515,-74.436131,PA
1,2022-08-06 14:00:00,Clear,2.4,1.29,Day,42.600267,-96.485061,PA
2,2022-08-06 15:00:00,Rain,0.89,1.11,Night,31.322599,-116.950439,NC
1,2022-08-06 16:00:00,Cloudy,5.14,1.57,Night,42.356302,-76.654723,IL
4,2022-08-06 17:00:00,Cloudy,4.78,1.1,Day,44.974087,-97.814263,NY
1,2022-08-06 18:00:00,Thunderstorm,3.65,0.22,Day,31.110784,-89.328568,IL
4,2022-08-06 19:00:00,Cloudy,9.6,1.62,Night,29.606663,-72.277076,OH
1,2022-08-06 20:00:00,Cloudy,8.31,1.52,Night,28.487215,-72.449194,OH
4,2022-08-06 21:00:00,Fog,6.79,1.64,Night,29.802127,-72.323685,MI
3,2022-08-06 22:00:00,Clear,2.05,0.38,Night,31.412449,-100.40187,FL
1,2022-08-06 23:00:00,Fog,7.48,0.54,Night,45.849996,-80.773253,IL
1,2022-08-07 00:00:00,Cloudy,7.41,0.59,Night,43.480106,-111.237019,OH
3,2022-08-07 01:00:00,Snow,4.54,1.02,Day,25.044264,-75.960558,CA
3,2022-08-07 02:00:00,Fog,9.29,0.27,Day,45.978859,-104.838384,NY
1,2022-08-07 03:00:00,Cloudy,2.09,0.77,Night,26.891495,-97.629165,OH
3,2022-08-07 04:00:00,Cloudy,3.04,0.36,Day,40.726375,-72.407893,MI
2,2022-08-07 05:00:00,Clear,1.1,0.53,Night,28.635394,-77.461343,CA
4,2022-08-07 06:00:00,Thunderstorm,8.06,1.41,Night,26.494619,-68.801839,GA
4,2022-08-07 07:00:00,Rain,6.41,1.71,Day,43.234497,-103.555094,IL
4,2022-08-07 08:00:00,Fog,3.49,0.05,Day,36.212875,-116.085969,IL
2,2022-08-07 09:00:00,Fog,2.06,1.13,Night,39.3775,-71.285785,FL
3,2022-08-07 10:00:00,Fog,0.88,0.07,Day,35.208472,-95.903891,IL
3,2022-08-07 11:00:00,Cloudy,2.08,0.17,Night,26.612125,-72.525353,NY
1,2022-08-07 12:00:00,Clear,4.81,1.41,Day,42.750836,-81.807658,NC
3,2022-08-07 13:00:00,Cloudy,2.85,1.47,Night,44.688427,-73.386629,NY
1,2022-08-07 14:00:00,Cloudy,2.96,1.63,Day,25.994093,-86.371347,IL
2,2022-08-07 15:00:00,Thunderstorm,8.82,0.95,Night,34.017213,-77.070051,IL
4,2022-08-07 16:00:00,Snow,5.39,1.72,Day,38.375597,-117.900176,CA
4,2022-08-07 17:00:00,Clear,7.43,0.33,Day,39.524402,-67.870613,NY
4,2022-08-07 18:00:00,Fog,0.84,0.5,Day,38.875671,-114.322226,NC
3,2022-08-07 19:00:00,Rain,3.97,0.27,Night,41.630576,-123.554337,MI
1,2022-08-07 20:00:00,Fog,5.05,1.6,Day,48.203589,-93.682365,IL
1,2022-08-07 21:00:00,Cloudy,2.27,0.46,Day,34.374077,-82.997176,NY
2,2022-08-07 22:00:00,Clear,1.64,0.31,Night,38.358966,-82.731312,OH
3,2022-08-07 23:00:00,Clear,8.77,1.25,Night,41.777887,-104.985262,MI
2,2022-08-08 00:00:00,Clear,9.42,0.15,Day,39.218172,-80.523922,OH
1,2022-08-08 01:00:00,Snow,1.25,0.09,Day,34.282025,-75.288957,PA
1,2022-08-08 02:00:00,Fog,3.82,0.21,Day,39.977903,-89.009307,NY
4,2022-08-08 03:00:00,Snow,9.6,0.0,Day,40.602677,-102.226472,NY
3,2022-08-08 04:00:00,Thunderstorm,1.29,1.39,Night,39.039243,-88.7991,OH
1,2022-08-08 05:00:00,Rain,6.61,1.12,Day,29.922656,-74.128406,IL
4,2022-08-08 06:00:00,Thunderstorm,9.74,0.42,Night,37.143553,-71.872166,NY
3,2022-08-08 07:00:00,Cloudy,9.79,0.47,Night,46.224563,-123.140519,FL
2,2022-08-08 08:00:00,Snow,4.98,1.62,Day,45.846445,-117.778485,TX
3,2022-08-08 09:00:00,Snow,2.05,1.0,Night,43.01891,-124.733671,NY
3,2022-08-08 10:00:00,Thunderstorm,2.42,1.4,Day,41.732692,-95.945911,OH
1,2022-08-08 11:00:00,Cloudy,8.95,0.91,Night,28.678699,-99.252935,TX
1,2022-08-08 12:00:00,Clear,9.16,0.48,Night,36.027152,-92.797702,NC
3,2022-08-08 13:00:00,Cloudy,6.27,1.94,Night,27.662831,-84.664843,NC
1,2022-08-08 14:00:00,Fog,7.78,1.13,Day,44.614827,-103.418759,IL
1,2022-08-08 15:00:00,Thunderstorm,7.53,0.26,Night,31.985037,-112.693941,NC
1,2022-08-08 16:00:00,Cloudy,6.79,0.81,Night,43.404781,-101.705598,CA
4,2022-08-08 17:00:00,Clear,8.36,0.66,Night,44.549893,-124.468351,IL
4,2022-08-08 18:00:00,Cloudy,7.01,0.43,Night,46.419906,-76.062646,FL
3,2022-08-08 19:00:00,Snow,5.57,1.87,Night,43.091922,-102.360148,IL
1,2022-08-08 20:00:00,Rain,2.75,1.76,Night,38.553496,-88.255488,PA
4,2022-08-08 21:00:00,Snow,7.57,0.4,Day,39.356438,-105.841188,PA
3,2022-08-08 22:00:00,Rain,5.0,0.7,Night,32.693975,-88.726069,CA
1,2022-08-08 23:00:00,Cloudy,3.3,1.52,Night,29.247909,-93.114312,PA
2,2022-08-09 00:00:00,Fog,8.12,0.42,Day,28.135269,-112.695,IL
1,2022-08-09 01:00:00,Cloudy,7.12,1.18,Night,29.368565,-88.105883,CA
1,2022-08-09 02:00:00,Clear,9.4,1.4,Night,47.414845,-118.532277,MI
4,2022-08-09 03:00:00,Cloudy,2.07,1.31,Day,28.946398,-96.615935,OH
3,2022-08-09 04:00:00,Rain,6.67,1.41,Day,42.369699,-82.527195,CA
3,2022-08-09 05:00:00,Snow,2.82,1.41,Night,29.431085,-92.605299,OH
4,2022-08-09 06:00:00,Fog,9.08,1.93,Night,48.406954,-80.970007,NC
1,2022-08-09 07:00:00,Cloudy,1.45,0.69,Night,33.798029,-108.883407,OH
2,2022-08-09 08:00:00,Cloudy,6.73,1.76,Night,34.891274,-122.119707,MI
1,2022-08-09 09:00:00,Snow,8.02,0.04,Day,34.708278,-121.697748,PA
1,2022-08-09 10:00:00,Fog,3.87,0.58,Night,44.59502,-109.145196,FL
2,2022-08-09 11:00:00,Thunderstorm,9.56,0.1,Day,30.238973,-100.947642,OH
4,2022-08-09 12:00:00,Cloudy,8.58,1.3,Night,44.944594,-93.287193,IL
